"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024233","1988-10","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.4","1,X","99.4","0","0.6",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","27","","5","","","","2.2",",0,28,+","0",",,0,31,+","0",",,0,31,+","17.3",",,0,16,","25.6",",0,01,","319.1","0","166.0",",0","56.9",",,,0","","","0",",,,0","13.00",",0","16.43",",,,0","9.57",",,,0","4920","1,X","","","","","","","180","1,X","225","2,X","","","","","","","13.9","1,X","10.3","2,X"
"USW00024233","1988-11","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.7",",X","99.4","0","0.0",",0","21",",0","17",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","19","","1","","4","","-1.1",",0,30,","0",",,0,30,+","0",",T,0,24,","27.4",",,0,16,","16.1",",0,05,","646.4","0","327.3",",0","214.1",",,,0","","","0",",T,,0","7.42",",0","10.16",",,,0","4.68",",,,0","3210",",X","","","","","","","225",",X","225",",X","","","","","","","17.0",",X","11.6",",X"
"USW00024233","1988-12","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.8",",X","99.4","0","0.0",",0","16",",0","8",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","0",",0","0",",0","24","","4","","","","-2.8",",0,28,","0",",,0,31,+","0",",T,0,28,","21.6",",,0,29,","13.3",",0,12,","1044.3","0","397.9",",0","88.3",",,,0","","","0",",T,,0","5.50",",0","8.18",",,,0","2.82",",,,0","2994",",X","","","","","","","180",",X","180",",X","","","","","","","17.5",",X","13.4",",X"
"USW00024233","1989-01","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.3",",X","0.0","0","0.0",",0","20",",0","12",",0","0",",0","1",",0","1",",0","0",",0","8",",0","0",",0","0",",0","0",",0","20","","4","","","","-3.9",",0,23,","25",",,0,08,","25",",,0,08,","12.4",",,0,05,","11.7",",0,03,","1465.7","0","421.4",",0","70.3",",,,0","","","25",",,,0","4.74",",0","7.40",",,,0","2.08",",,,0","3144",",X","","","","","","","180",",X","180",",X","","","","","","","19.0",",X","13.9",",X"
"USW00024233","1989-02","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.0",",X","0.0","0","0.0",",0","14",",0","9",",0","0",",0","7",",0","1",",0","0",",0","17",",0","4",",0","0",",0","0",",0","17","","3","","","","-13.9",",0,04,","127",",,0,04,+","147",",,0,01,","20.6",",,0,16,","11.1",",0,20,","1918.7","0","453.0",",0","87.2",",,,0","","","147",",,,0","2.15",",0","6.23",",,,0","-1.92",",,,0","8784",",X","","","","","","","180",",X","180",",X","","","","","","","17.5",",X","12.5",",X"
"USW00024233","1989-03","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.3",",X","0.0","0","0.0",",0","27",",0","20",",0","0",",0","4",",0","2",",0","0",",0","5",",0","0",",0","0",",0","0",",0","23","","","","2","","-6.7",",0,03,","178",",,0,03,+","152",",,0,01,","17.0",",,0,12,","16.7",",0,20,","2285.5","0","366.8",",0","147.4",",,,0","","","188",",,,0","6.50",",0","10.17",",,,0","2.83",",,,0","6579",",X","","","","","","","225",",X","270",",X","","","","","","","18.0",",X","12.1",",X"
"USW00024233","1989-04","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.3",",X","0.0","0","0.0",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","10","","2","","","","2.2",",0,02,","0",",,0,30,+","0",",T,0,03,+","17.3",",,0,05,","27.2",",0,30,","2478.6","0","193.1",",0","71.2",",,,0","","","0",",T,,0","11.90",",0","17.23",",,,0","6.56",",,,0","14593",",X","","","","","","","90",",X","225",",X","","","","","","","15.9",",X","11.6",",X"
"USW00024233","1989-05","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.8",",X","0.8","0","0.8",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","11","","","","1","","3.9",",0,11,","0",",,0,31,+","0",",T,0,23,","18.3",",,0,17,","26.1",",0,05,","2634.9","0","156.3",",0","70.7",",,,0","","","0",",T,,0","13.32",",0","18.33",",,,0","8.30",",,,0","16448",",X","","","","","","","225",",X","225",",X","","","","","","","17.5",",X","13.0",",X"
"USW00024233","1989-06","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.8",",X","24.7","0","23.9",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","1",",0","5","","","","","","8.9",",0,10,+","0",",,0,30,+","0",",,0,30,+","8.4",",,0,19,","32.2",",0,24,","2689.0","0","54.1",",0","29.0",",,,0","","","0",",,,0","17.33",",0","22.87",",,,0","11.78",",,,0","18556",",X","","","","","","","360",",X","225",",X","","","","","","","12.9",",X","10.7",",X"
"USW00024233","1989-07","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.6",",X","40.9","0","16.2",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","4","","","","1","","9.4",",0,04,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,16,","28.9",",0,25,+","25.3","0","25.3",",0","16.3",",,,0","","","0",",,,0","18.04",",0","23.28",",,,0","12.79",",,,0","19939",",X","","","","","","","225",",X","225",",X","","","","","","","10.8",",X","8.9",",X"
"USW00024233","1989-08","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.7",",X","63.6","0","22.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","10","","3","","","","10.6",",0,11,+","0",",,0,31,+","0",",,0,31,+","17.8",",,0,21,","29.4",",0,06,","43.8","0","18.5",",0","22.6",",,,0","","","0",",,,0","18.47",",0","23.87",",,,0","13.06",",,,0","16796",",X","","","","","","","180",",X","225",",X","","","","","","","12.3",",X","8.0",",X"
"USW00024233","1989-09","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.6",",X","88.1","0","24.5",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","9","","2","","","","7.8",",0,19,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,17,","32.8",",0,22,","84.4","0","40.6",",0","13.7",",,,0","","","0",",,,0","17.80",",0","23.94",",,,0","11.65",",,,0","16401",",X","","","","","","","225",",X","360",",X","","","","","","","11.8",",X","9.4",",X"
"USW00024233","1989-10","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.7",",X","88.1","0","0.0",",0","14",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21","","7","","","","1.7",",0,30,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,23,","23.3",",0,17,","289.7","0","205.3",",0","75.8",",,,0","","","0",",,,0","11.71",",0","15.69",",,,0","7.73",",,,0","8365",",X","","","","","","","225",",X","225",",X","","","","","","","14.4",",X","11.2",",X"
"USW00024233","1989-11","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.4",",X","88.1","0","0.0",",0","17",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22","","3","","1","","1.1",",0,28,","0",",,0,30,+","0",",,0,30,+","32.5",",,0,11,","15.6",",0,09,","591.0","0","301.3",",0","155.5",",,,0","","","0",",,,0","8.29",",0","11.00",",,,0","5.58",",,,0","3359",",X","","","","","","","180",",X","180",",X","","","","","","","15.9",",X","14.3",",X"
"USW00024233","1989-12","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.3",",X","88.1","0","0.0",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","28","","11","","","","-1.7",",0,12,","0",",,0,31,+","0",",,0,31,+","35.8",",,0,04,","13.9",",0,04,","972.1","0","381.1",",0","121.7",",,,0","","","0",",,,0","6.04",",0","8.48",",,,0","3.60",",,,0","1505",",X","","","","","","","225",",X","225",",X","","","","","","","15.4",",X","10.3",",X"
"USW00024233","1990-01","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.9",",X","0.0","0","0.0",",0","21",",0","15",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","21","","2","","","","-3.3",",0,18,","0",",,0,31,+","0",",T,0,31,+","71.9",",,0,09,","12.2",",0,05,","1359.5","0","387.4",",0","239.2",",,,0","","","0",",T,,0","5.84",",0","8.48",",,,0","3.19",",,,0","3363",",X","","","","","","","180",",X","180",",X","","","","","","","19.5",",X","14.8",",X"
"USW00024233","1990-02","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","5.2",",X","0.0","0","0.0",",0","19",",0","12",",0","0",",0","4",",0","2",",0","0",",0","9",",0","1",",0","0",",0","0",",0","21","","5","","1","","-6.7",",0,18,","178",",,0,17,","160",",,0,17,","14.2",",,0,20,","18.3",",0,28,+","1749.6","0","390.1",",0","94.4",",,,0","","","249",",,,0","4.40",",0","7.71",",,,0","1.09",",,,0","5598",",X","","","","","","","180",",X","180",",X","","","","","","","17.0",",X","13.4",",X"
"USW00024233","1990-03","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.7",",X","0.0","0","0.0",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","15","","3","","","","0.0",",0,13,+","0",",,0,31,+","0",",T,0,08,","11.4",",,0,09,","19.4",",0,28,","2058.0","0","308.4",",0","65.6",",,,0","","","0",",T,,0","8.38",",0","12.88",",,,0","3.88",",,,0","12673",",X","","","","","","","90",",X","180",",X","","","","","","","15.4",",X","10.7",",X"
"USW00024233","1990-04","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.7",",X","0.0","0","0.0",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","16","","4","","","","4.4",",0,30,+","0",",,0,30,+","0",",,0,30,+","12.2",",,0,22,","25.0",",0,16,","2273.4","0","215.4",",0","64.6",",,,0","","","0",",,,0","11.15",",0","15.50",",,,0","6.81",",,,0","12394",",X","","","","","","","225",",X","225",",X","","","","","","","19.5",",X","13.9",",X"
"USW00024233","1990-05","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.6",",X","0.0","0","0.0",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","8","","","","4","","3.9",",0,08,","0",",,0,31,+","0",",T,0,06,","24.4",",,0,30,","25.0",",0,04,","2451.8","0","178.4",",0","50.4",",,,0","","","0",",T,,0","12.58",",0","17.23",",,,0","7.93",",,,0","11480",",X","","","","","","","225",",X","225",",X","","","","","","","14.9",",X","12.5",",X"
"USW00024233","1990-06","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.7",",X","5.0","0","5.0",",0","13",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","14","","2","","2","","7.8",",0,10,+","0",",,0,30,+","0",",,0,30,+","27.4",",,0,03,","28.9",",0,21,","2542.9","0","91.1",",0","77.5",",,,0","","","0",",,,0","15.46",",0","20.24",",,,0","10.69",",,,0","15543",",X","","","","","","","180",",X","225",",X","","","","","","","14.4",",X","10.7",",X"
"USW00024233","1990-07","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.6","1,X","73.7","0","68.7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","2","","","","1","","10.0",",0,03,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,02,","34.4",",0,21,","17.2","0","17.2",",0","14.8",",,,0","","","0",",,,0","19.99",",0","26.22",",,,0","13.77",",,,0","21512",",X","","","","","","","180",",X","225",",X","","","","","","","10.8",",X","8.5",",X"
"USW00024233","1990-08","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.4",",X","126.1","0","52.4",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","5","","1","","","","10.0",",0,27,+","0",",,0,31,+","0",",,0,31,+","6.9",",,0,29,","34.4",",0,11,","31.1","0","13.9",",0","18.0",",,,0","","","0",",,,0","19.58",",0","25.55",",,,0","13.61",",,,0","18921",",X","","","","","","","180",",X","180",",X","","","","","","","10.3",",X","7.6",",X"
"USW00024233","1990-09","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.3",",X","136.9","0","10.8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","16","","7","","","","7.8",",0,30,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,16,","33.3",",0,22,","69.0","0","37.9",",0","1.4",",,,0","","","0",",,,0","17.43",",0","22.71",",,,0","12.16",",,,0","13579",",X","","","","","","","180",",X","180",",X","","","","","","","17.5",",X","15.6",",X"
"USW00024233","1990-10","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.0",",X","136.9","0","0.0",",0","21",",0","16",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18","","","","3","","3.3",",0,11,+","0",",,0,31,+","0",",,0,31,+","26.4",",,0,31,","19.4",",0,01,","307.4","0","238.4",",0","147.4",",,,0","","","0",",,,0","10.64",",0","14.52",",,,0","6.77",",,,0","8144",",X","","","","","","","180",",X","180",",X","","","","","","","20.0",",X","16.5",",X"
"USW00024233","1990-11","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","5.1",",X","136.9","0","0.0",",0","19",",0","16",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","20","","2","","","","-1.1",",0,18,","0",",,0,30,+","0",",,0,30,+","74.9",",,0,09,","18.3",",0,11,","615.4","0","308.0",",0","271.7",",,,0","","","0",",,,0","8.07",",0","10.93",",,,0","5.20",",,,0","3476",",X","","","","","","","180",",X","180",",X","","","","","","","18.0",",X","14.3",",X"
"USW00024233","1990-12","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.6",",X","136.9","0","0.0",",0","18",",0","11",",0","0",",0","8",",0","1",",0","0",",0","12",",0","7",",0","0",",0","0",",0","22","","6","","","","-11.1",",0,29,+","51",",,0,23,+","64",",,0,18,","20.8",",,0,04,","11.7",",0,03,","1128.0","0","512.6",",0","92.3",",,,0","","","98",",,,0","1.80",",0","4.49",",,,0","-0.90",",,,0","3031",",X","","","","","","","360",",X","","","","","","","","","20.6",",X","",""
"USW00024233","1991-01","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.9",",X","0.0","0","0.0",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","0",",0","0",",0","20","","2","","","","-3.3",",0,29,+","0",",T,0,07,","10",",,0,06,","23.9",",,0,12,","11.7",",0,18,+","1559.2","0","431.2",",0","113.3",",,,0","","","10",",,,0","4.42",",0","7.23",",,,0","1.61",",,,0","6268",",X","","","","","","","180",",X","","","","","","","","","15.9",",X","",""
"USW00024233","1991-02","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.0",",X","0.0","0","0.0",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","19","","6","","","","0.0",",0,06,","0",",,0,28,+","0",",,0,28,+","40.1",",,0,19,","18.9",",0,26,","1828.4","0","269.2",",0","119.2",",,,0","","","0",",,,0","8.72",",0","12.60",",,,0","4.84",",,,0","7807",",X","","","","","","","180",",X","","","","","","","","","13.9",",X","",""
"USW00024233","1991-03","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.2",",X","0.0","0","0.0",",0","15",",0","11",",0","1",",0","1",",0","1",",0","0",",0","2",",0","0",",0","0",",0","0",",0","15","","1","","","","-0.6",",0,05,","51",",,0,05,","46",",,0,05,","26.4",",,0,02,","18.3",",0,30,","2187.7","0","359.3",",0","118.5",",,,0","","","64",",,,0","6.74",",0","10.58",",,,0","2.91",",,,0","11150",",X","","","","","","","180",",X","","","","","","","","","19.0",",X","",""
"USW00024233","1991-04","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.0",",X","0.0","0","0.0",",0","15",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","14","","2","","1","","1.1",",0,10,","0",",T,0,10,","0",",T,0,24,+","67.1",",,0,04,","22.8",",0,30,","2453.4","0","265.7",",0","166.1",",,,0","","","0",",T,,0","9.48",",0","13.93",",,,0","5.02",",,,0","10752",",X","","","","","","","225",",X","","","","","","","","","15.4",",X","",""
"USW00024233","1991-05","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.8",",X","0.0","0","0.0",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9","","","","","","3.9",",0,09,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,24,","22.2",",0,02,+","2637.6","0","184.2",",0","35.3",",,,0","","","0",",,,0","12.39",",0","16.58",",,,0","8.20",",,,0","11356",",X","","","","","","","180",",X","","","","","","","","","14.4",",X","",""
"USW00024233","1991-06","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.0",",X","0.0","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","4","","","","","","5.6",",0,04,","0",",,0,30,+","0",",,0,30,+","14.0",",,0,20,","25.0",",0,28,","2740.5","0","102.9",",0","32.7",",,,0","","","0",",,,0","14.91",",0","19.49",",,,0","10.32",",,,0","14099",",X","","","","","","","270",",X","","","","","","","","","13.4",",X","",""
"USW00024233","1991-07","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.8",",X","44.9","0","44.9",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","2","","","","1","","9.4",",0,06,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,24,","37.2",",0,23,","14.7","0","14.7",",0","7.1",",,,0","","","0",",,,0","19.31",",0","25.39",",,,0","13.22",",,,0","20378",",X","","","","","","","360",",X","","","","","","","","","11.3",",X","",""
"USW00024233","1991-08","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.5",",X","95.4","0","50.5",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","12","","","","1","","9.4",",0,26,+","0",",,0,31,+","0",",,0,31,+","16.8",",,0,27,","31.1",",0,18,","38.4","0","23.7",",0","55.1",",,,0","","","0",",,,0","19.20",",0","25.07",",,,0","13.33",",,,0","17327",",X","","","","","","","180",",X","180",",X","","","","","","","17.0",",X","10.7",",X"
"USW00024233","1991-09","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.5",",X","112.9","0","17.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","14","","3","","","","7.2",",0,21,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,28,+","29.4",",0,25,+","92.0","0","53.6",",0","0.0",",T,,0","","","0",",,,0","17.13",",0","22.98",",,,0","11.28",",,,0","15351",",X","","","","","","","360",",X","360",",X","","","","","","","11.3",",X","8.5",",X"
"USW00024233","1991-10","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.5",",X","112.9","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","8",",0","0",",0","12","","3","","","","-1.1",",0,30,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,24,","28.3",",0,11,","301.0","0","209.0",",0","33.4",",,,0","","","0",",,,0","11.59",",0","16.52",",,,0","6.66",",,,0","12063",",X","","","","","","","180",",X","180",",X","","","","","","","16.4",",X","14.3",",X"
"USW00024233","1991-11","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.0",",X","112.9","0","0.0",",0","20",",0","14",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","24","","3","","1","","0.0",",0,30,+","0",",,0,30,+","0",",,0,30,+","20.8",",,0,19,","16.1",",0,07,","595.8","0","294.8",",0","135.4",",,,0","","","0",",,,0","8.51",",0","11.17",",,,0","5.84",",,,0","3656",",X","","","","","","","180",",X","180",",X","","","","","","","23.1",",X","20.6",",X"
"USW00024233","1991-12","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.9",",X","112.9","0","0.0",",0","18",",0","10",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","21","","4","","","","-3.3",",0,15,","0",",,0,31,+","0",",,0,31,+","31.0",",,0,05,","13.9",",0,27,","962.6","0","366.8",",0","84.0",",,,0","","","0",",,,0","6.50",",0","9.09",",,,0","3.91",",,,0","3055",",X","","","","","","","225",",X","180",",X","","","","","","","19.0",",X","14.8",",X"
"USW00024233","1992-01","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.2",",X","0.0","0","0.0",",0","21",",0","14",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","18","","2","","1","","-3.9",",0,07,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,27,","15.6",",0,29,","1325.8","0","363.2",",0","198.8",",,,0","","","0",",,,0","6.62",",0","9.71",",,,0","3.52",",,,0","4472",",X","","","","","","","180",",X","180",",X","","","","","","","18.0",",X","14.3",",X"
"USW00024233","1992-02","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.4",",X","0.0","0","0.0",",0","16",",0","11",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","22","","6","","1","","0.0",",0,16,","0",",,0,29,+","0",",,0,29,+","17.3",",,0,21,","19.4",",0,26,","1611.8","0","286.0",",0","78.5",",,,0","","","0",",,,0","8.47",",0","12.48",",,,0","4.47",",,,0","7953",",X","","","","","","","180",",X","180",",X","","","","","","","15.4",",X","13.0",",X"
"USW00024233","1992-03","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","3.2",",X","0.0","0","0.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23","","11","","","","1.1",",0,28,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,15,","20.6",",0,21,","1864.7","0","252.9",",0","42.6",",,,0","","","0",",,,0","10.18",",0","15.06",",,,0","5.29",",,,0","13573",",X","","","","","","","360",",X","360",",X","","","","","","","9.8",",X","8.0",",X"
"USW00024233","1992-04","47.4444","-122.3138","112.8","SEATTLE TACOMA AIRPORT, WA US","4.2",",X","0.0","0","0.0",",0","16",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","13","","1","","3","","1.7",",0,07,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,16,","25.0",",0,25,","2063.2","0","198.5",",0","104.7",",,,0","","","0",",,,0","11.72",",0","16.60",",,,0","6.83",",,,0","14297",",X","","","","","","","225",",X","225",",X","","","","","","","17.0",",X","14.3",",X"
